kunde_id;firmenname;branche;plz;ort;ansprechpartner;email;niederlassung;betreuer;kundenstatus;rahmenvertrag;verrechnungssatz_std;letzte_anfrage;anfragen_2025;besetzungen_2025
KD-0654;Erfurter Backwaren GmbH & Co. KG;Lebensmittelproduktion;99098;Erfurt;Robert Baumann;personal@erfurter.de;Erfurt;Kaiser, T.;Aktiv;Nein;26,83;2026-01-27;6;1
KD-0655;Meier Präzisionsteile GmbH;CNC-Zerspanung;99867;Gotha;Patrick Hartmann;personal@meier.de;Gotha;Rehberg, U.;Aktiv;Nein;30,64;2026-04-05;4;1
KD-0656;Heilbad Heiligenstadter Feinmechanik e.K.;CNC-Zerspanung;37308;Heilbad Heiligenstadt;Franziska Becker;office@heilbad.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Nein;34,30;2026-01-16;3;1
KD-0657;Elektrotechnik Böhm OHG;Elektro und Anlagenbau;07973;Greiz;Marco Fischer;kontakt@elektrotechnik.de;Gera;Bergmann, A.;Inaktiv;Nein;35,07;2023-03-04;0;0
KD-0658;Weber & Söhne Blechbearbeitung GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99817;Eisenach;Heike Richter;hr@weber.de;Gotha;Rehberg, U.;Aktiv;Nein;31,09;2025-12-12;3;2
KD-0659;Molkerei Jena GmbH;Lebensmittelproduktion;07745;Jena;Manuela Lorenz;verwaltung@molkerei.de;Jena;Steinbrück, M.;Interessent;Nein;;2024-07-09;0;0
KD-0660;Trockenbau Engel GmbH;Bau und Baunebengewerbe;99974;Mühlhausen;Christian Fuchs;kontakt@trockenbau.de;Heilbad Heiligenstadt;Hille, P.;Inaktiv;Nein;32,64;2019-08-01;0;0
KD-0661;Kundenzentrum Erfurt AG;Kaufmännische Dienstleistung;99084;Erfurt;Nadine Albrecht;office@kundenzentrum.de;Erfurt;Kaiser, T.;Aktiv;Ja;25,10;2026-06-05;9;4
KD-0662;Schulze Hoch- und Tiefbau OHG;Bau und Baunebengewerbe;99974;Mühlhausen;Doreen Hartmann;office@schulze.de;Heilbad Heiligenstadt;Hille, P.;Inaktiv;Nein;28,10;2020-09-28;0;0
KD-0663;Hofmann Verwaltungsservice e.K.;Kaufmännische Dienstleistung;99427;Weimar;Elke Brandt;verwaltung@hofmann.de;Erfurt;Steinbrück, M.;Inaktiv;Nein;32,06;2024-06-16;0;0
KD-0664;Heinrich & Söhne Blechbearbeitung e.K.;Metall- und Kunststoffverarbeitung;99817;Eisenach;Sven Köhler;verwaltung@heinrich.de;Gotha;Steinbrück, M.;Aktiv;Nein;28,00;2026-07-31;34;21
KD-0665;Scholz & Söhne Blechbearbeitung OHG;Metall- und Kunststoffverarbeitung;07749;Jena;Thomas Hoffmann;kontakt@scholz.de;Jena;Steinbrück, M.;Inaktiv;Nein;27,74;2020-07-08;0;0
KD-0666;Becker Offsetdruck OHG;Druck und Verpackung;07548;Gera;Andreas Seidel;info@becker.de;Gera;Steinbrück, M.;Aktiv;Nein;28,36;2026-08-03;2;1
KD-0667;Jäger Offsetdruck GmbH;Druck und Verpackung;07749;Jena;Sandra Bauer;hr@jaeger.de;Jena;Seidel, C.;Aktiv;Ja;;2026-05-19;3;2
KD-0668;Mühlhausener Feinmechanik GmbH;CNC-Zerspanung;99974;Mühlhausen;Katrin Groß;office@muehlhausener.de;Heilbad Heiligenstadt;Hille, P.;Inaktiv;Nein;36,11;2024-11-29;0;0
KD-0669;CNC-Technik Schulze KG;CNC-Zerspanung;99087;Erfurt;Marcel Schreiber;hr@cnctechnik.de;Erfurt;Steinbrück, M.;Interessent;Nein;;2024-11-21;0;0
KD-0670;Braun Metallverarbeitung GmbH & Co. KG;Metall- und Kunststoffverarbeitung;07973;Greiz;Antje Groß;kontakt@braun.de;Gera;Bergmann, A.;Aktiv;Ja;30,73;2026-02-25;1;1
KD-0671;Thüringer Kunststoffwerk Mühlhausen GmbH;Metall- und Kunststoffverarbeitung;99974;Mühlhausen;Torsten Meyer;hr@thueringer.de;Heilbad Heiligenstadt;Marx, D.;Interessent;Nein;;2026-03-03;0;0
KD-0672;Beck Offsetdruck e.K.;Druck und Verpackung;99310;Arnstadt;Maik Winter;verwaltung@beck.de;Erfurt;Lindner, S.;Aktiv;Ja;28,93;2025-12-25;8;1
KD-0673;Kunststofftechnik Apolda GmbH;Metall- und Kunststoffverarbeitung;99510;Apolda;Jana Kuhn;hr@kunststofftech.de;Erfurt;Lindner, S.;Interessent;Nein;;2026-02-20;0;0
KD-0674;Kontraktlogistik Hartmann GmbH;Logistik und Lager;37308;Heilbad Heiligenstadt;Matthias Winkler;office@kontraktlogist.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Ja;27,92;2023-04-24;0;0
KD-0675;Bauunternehmen Kaiser GmbH & Co. KG;Bau und Baunebengewerbe;39418;Staßfurt;Stefan Berger;verwaltung@bauunternehmen.de;Aschersleben;Reuter, B.;Inaktiv;Nein;27,80;2023-09-09;0;0
KD-0676;Elektromontage Kraus OHG;Elektro und Anlagenbau;99084;Erfurt;Sabine Stein;office@elektromontage.de;Erfurt;Steinbrück, M.;Aktiv;Ja;33,87;2026-03-11;7;5
KD-0677;Kunststofftechnik Pößneck GmbH;Metall- und Kunststoffverarbeitung;07381;Pößneck;Marco Schuster;kontakt@kunststofftech.de;Gera;Steinbrück, M.;Aktiv;Ja;28,88;2026-08-25;6;2
KD-0678;Kontraktlogistik Herrmann e.K.;Logistik und Lager;99610;Sömmerda;Stefan Schulze;hr@kontraktlogist.de;Erfurt;Kaiser, T.;Inaktiv;Nein;25,72;2023-01-08;0;0
KD-0679;Trockenbau Kraus GmbH;Bau und Baunebengewerbe;07749;Jena;Franziska Albrecht;kontakt@trockenbau.de;Jena;Steinbrück, M.;Inaktiv;Nein;29,10;2021-01-12;0;0
KD-0680;Anlagenbau Bernburg OHG;Elektro und Anlagenbau;06406;Bernburg;Torsten Lehmann;info@anlagenbau.de;Aschersleben;Reuter, B.;Inaktiv;Nein;38,83;2022-09-03;0;0
KD-0681;CNC-Technik Schubert OHG;CNC-Zerspanung;07545;Gera;Franziska Jäger;personal@cnctechnik.de;Gera;Steinbrück, M.;Inaktiv;Nein;31,35;2025-01-30;4;1
KD-0682;Wagner Offsetdruck e.K.;Druck und Verpackung;99091;Erfurt;Jana Ziegler;kontakt@wagner.de;Erfurt;Pfaff, R.;Inaktiv;Ja;26,15;2025-07-04;0;0
KD-0683;Faltschachtel Gera GmbH;Druck und Verpackung;07545;Gera;Dirk Jung;info@faltschachtel.de;Gera;Bergmann, A.;Inaktiv;Nein;30,75;2020-08-14;0;0
KD-0684;Pößnecker Umschlaglager KG;Logistik und Lager;07381;Pößneck;Marco Vogel;verwaltung@poessnecker.de;Gera;Weber, M.;Interessent;Nein;;2024-11-17;0;0
KD-0685;Pohl Offsetdruck KG;Druck und Verpackung;07745;Jena;Antje Zimmermann;kontakt@pohl.de;Jena;Seidel, C.;Inaktiv;Nein;30,50;2024-08-01;0;0
KD-0686;Lorenz Präzisionsteile GmbH & Co. KG;CNC-Zerspanung;07407;Rudolstadt;Heike Sommer;verwaltung@lorenz.de;Jena;Seidel, C.;Interessent;Nein;;2026-08-19;0;0
KD-0687;Lehmann Spedition GmbH;Logistik;99947;Bad Langensalza;Ines Ludwig;office@lehmann.de;Gotha;Steinbrück, M.;Inaktiv;Nein;28,16;2024-02-12;0;0
KD-0688;Druckerei Lehmann OHG;Druck und Verpackung;06449;Aschersleben;Nicole Schneider;hr@druckerei.de;Aschersleben;Reuter, B.;Aktiv;Ja;28,54;2026-01-21;9;4
KD-0689;Distributionszentrum Greiz GmbH;Logistik und Lager;07973;Greiz;Sven Schneider;kontakt@web.de;Gera;Steinbrück, M.;Interessent;Nein;;2024-08-01;0;0
KD-0690;Greizer Baugesellschaft KG;Bau und Baunebengewerbe;07973;Greiz;Beate Schumacher;hr@greizer.de;Gera;Weber, M.;Aktiv;Nein;28,87;2025-11-20;3;1
KD-0691;Trockenbau Meyer KG;Bau und Baunebengewerbe;99867;Gotha;Manuela Becker;kontakt@trockenbau.de;Gotha;Thiel, K.;Aktiv;Ja;27,54;2025-12-19;4;2
KD-0692;Kunststofftechnik Ohrdruf GmbH;Metall- und Kunststoffverarbeitung;99885;Ohrdruf;Alexander Fischer;kontakt@kunststofftech.de;Gotha;Thiel, K.;Aktiv;Nein;31,20;2026-04-21;6;3
KD-0693;Kontraktlogistik Kuhn KG;Logistik und Lager;07381;Pößneck;Christian Hahn;personal@kontraktlogist.de;Gera;Weber, M.;Aktiv;Ja;26,90;2025-12-28;1;1
KD-0694;Saalfelder Umschlaglager GmbH;Logistik und Lager;07318;Saalfeld;Sandra Engel;office@saalfelder.de;Jena;Steinbrück, M.;Inaktiv;Nein;24,43;2021-11-07;0;0
KD-0695;Braun Feinkost GmbH & Co. KG;Lebensmittelproduktion;99086;Erfurt;Elke Krause;info@braun.de;Erfurt;Lindner, S.;Aktiv;Nein;25,68;2026-04-13;3;2
KD-0696;Druckerei Friedrich KG;Druck und Verpackung;99510;Apolda;Andreas Walter;info@druckerei.de;Erfurt;Pfaff, R.;Interessent;Nein;;2024-05-08;0;0
KD-0697;Geraer Feinmechanik AG;CNC-Zerspanung;07545;Gera;Anja Möller;office@geraer.de;Gera;Bergmann, A.;Aktiv;Nein;33,36;2026-03-24;1;1
KD-0698;Präzisionstechnik Schmidt GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99817;Eisenach;Jana Meier;verwaltung@praezisionstec.de;Gotha;Steinbrück, M.;Aktiv;Ja;27,16;2025-12-04;7;5
KD-0699;Thüringer Kunststoffwerk Gera KG;Metall- und Kunststoffverarbeitung;07545;Gera;Alexander Vogel;info@thueringer.de;Gera;Weber, M.;Interessent;Nein;;2024-03-08;0;0
KD-0700;Hofmann Metallverarbeitung GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99510;Apolda;Steffen Weber;info@hofmann.de;Erfurt;Pfaff, R.;Aktiv;Nein;30,35;2026-05-16;12;4
KD-0701;Logistikzentrum Gotha e.K.;Logistik und Lager;99867;Gotha;Robert Schuster;buchhaltung@gmx.de;Gotha;Thiel, K.;Aktiv;Ja;24,96;2026-08-29;1;1
KD-0702;Herrmann Präzisionsteile KG;CNC-Zerspanung;07545;Gera;Kevin Scholz;info@herrmann.de;Gera;Weber, M.;Aktiv;Nein;33,90;2026-02-15;3;2
KD-0703;Kontraktlogistik Schröder GmbH & Co. KG;Logistik und Lager;07743;Jena;Daniel Keller;hr@kontraktlogist.de;Jena;Steinbrück, M.;Interessent;Nein;;2024-05-08;0;0
KD-0704;Roth Präzisionsteile OHG;CNC-Zerspanung;37308;Heilbad Heiligenstadt;Dirk Otto;office@roth.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Nein;35,51;2026-02-19;4;1
KD-0705;Druckerei Braun e.K.;Druck und Verpackung;07745;Jena;Beate Braun;info@druckerei.de;Jena;Steinbrück, M.;Aktiv;Nein;29,95;2025-12-13;6;0
KD-0706;Erfurter Druckhaus e.K.;Druck und Verpackung;99084;Erfurt;Thomas Weber;hr@erfurter.de;Erfurt;Kaiser, T.;Inaktiv;Nein;30,37;2020-09-08;0;0
KD-0707;Präzisionstechnik Jäger e.K.;Metall- und Kunststoffverarbeitung;99086;Erfurt;Petra Schreiber;office@praezisionstec.de;Erfurt;Lindner, S.;Inaktiv;Nein;28,13;2025-02-13;3;0
KD-0708;Sömmerdaer Feinmechanik GmbH;CNC-Zerspanung;99610;Sömmerda;Silke Stein;office@soemmerdaer.de;Erfurt;Steinbrück, M.;Aktiv;Ja;31,08;2026-06-07;14;7
KD-0709;Energietechnik Eisenach GmbH & Co. KG;Elektro und Anlagenbau;99817;Eisenach;Kathrin Baumann;verwaltung@energietechnik.de;Gotha;Thiel, K.;Interessent;Nein;;2026-08-11;0;0
KD-0710;Thüringer Kunststoffwerk Jena KG;Metall- und Kunststoffverarbeitung;07743;Jena;Uwe Walter;hr@thueringer.de;Jena;Grunewald, F.;Inaktiv;Nein;31,50;2022-11-09;0;0
KD-0711;Thüringer Kunststoffwerk Sömmerda OHG;Metall- und Kunststoffverarbeitung;99610;Sömmerda;Kathrin Krause;kontakt@thueringer.de;Erfurt;Steinbrück, M.;Inaktiv;Nein;28,64;2021-10-02;0;0
KD-0712;Ludwig PrÃ¤zisionsteile GmbH;CNC-Zerspanung;99974;Mühlhausen;Doreen Groß;kontakt@ludwig.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Ja;34,10;2026-03-08;16;6
KD-0713;Trockenbau Meier GmbH;Bau und Baunebengewerbe;07745;Jena;Thomas Bauer;hr@trockenbau.de;Jena;Steinbrück, M.;Interessent;Nein;;2026-07-02;0;0
KD-0714;Brandt & Söhne Blechbearbeitung GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99867;Gotha;Kerstin Brandt;verwaltung@brandt.de;Gotha;Steinbrück, M.;Aktiv;Nein;29,25;2026-01-04;8;4
KD-0715;Molkerei Nordhausen GmbH;Lebensmittelproduktion;99734;Nordhausen;Manuela Schröder;verwaltung@molkerei.de;Heilbad Heiligenstadt;Marx, D.;Inaktiv;Nein;26,18;2021-05-21;0;0
KD-0716;Präzisionstechnik Scholz e.K.;Metall- und Kunststoffverarbeitung;99098;Erfurt;Robert Haas;kontakt@praezisionstec.de;Erfurt;Lindner, S.;Inaktiv;Nein;27,80;2022-07-03;0;0
KD-0717;Druckerei Seidel OHG;Druck und Verpackung;99867;Gotha;Marcel Meyer;info@druckerei.de;Gotha;Steinbrück, M.;Aktiv;Ja;30,63;2026-04-10;28;14
KD-0718;Eisenacher Druckhaus KG;Druck und Verpackung;99817;Eisenach;Ines Schäfer;personal@eisenacher.de;Gotha;Rehberg, U.;Aktiv;Ja;26,04;2026-07-28;2;1
KD-0719;Drehteilewerk Mühlhausen GmbH & Co. KG;CNC-Zerspanung;99974;Mühlhausen;Alexander Richter;info@drehteilewerk.de;Heilbad Heiligenstadt;Hille, P.;Inaktiv;Nein;29,92;2021-04-27;0;0
KD-0720;Thüringer Kunststoffwerk Erfurt AG;Metall- und Kunststoffverarbeitung;99086;Erfurt;Maik Hahn;hr@thueringer.de;Erfurt;Kaiser, T.;Interessent;Nein;;2026-03-03;0;0
KD-0721;Gothaer Feinmechanik GmbH;CNC-Zerspanung;99867;Gotha;Doreen Lange;personal@gothaer.de;Gotha;Steinbrück, M.;Aktiv;Ja;31,06;2026-06-20;21;4
KD-0722;Kunststofftechnik Sömmerda GmbH;Metall- und Kunststoffverarbeitung;99610;Sömmerda;;info@kunststofftech.de;Erfurt;Kaiser, T.;Inaktiv;Nein;30,93;2021-08-19;0;0
KD-0723;Sömmerdaer Baugesellschaft GmbH;Bau und Baunebengewerbe;99610;Sömmerda;Robert Braun;info@soemmerdaer.de;Erfurt;Steinbrück, M.;Inaktiv;Nein;29,55;2024-10-04;0;0
KD-0724;Präzisionstechnik Zimmermann GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99091;Erfurt;Frank Keller;hr@praezisionstec.de;Erfurt;Kaiser, T.;Aktiv;Nein;28,68;2025-11-29;9;3
KD-0725;Weber Abrechnungsdienste GmbH;Kaufmännische Dienstleistung;99087;Erfurt;Michael Schäfer;verwaltung@weber.de;Erfurt;Steinbrück, M.;Aktiv;Ja;31,02;2026-02-19;8;4
KD-0726;Logistikzentrum Jena GmbH;Logistik und Lager;07749;Jena;Kevin Otto;info@logistikzentru.de;Jena;Steinbrück, M.;Inaktiv;Ja;25,95;2020-04-15;0;0
KD-0727;Nordhausener Feinmechanik GmbH;CNC-Zerspanung;99734;Nordhausen;Michael Braun;info@nordhausener.de;Heilbad Heiligenstadt;Hille, P.;Interessent;Nein;;2021-11-06;0;0
KD-0728;Präzisionstechnik Hahn KG;Metall- und Kunststoffverarbeitung;99974;Mühlhausen;Franziska Winkler;office@praezisionstec.de;Heilbad Heiligenstadt;Marx, D.;Inaktiv;Nein;28,96;2022-01-17;0;0
KD-0729;Kontraktlogistik Kuhn AG;Logistik und Lager;07937;Zeulenroda;Ines Böhm;office@kontraktlogist.de;Gera;Weber, M.;Inaktiv;Ja;25,46;2024-01-20;0;0
KD-0730;Geraer Baugesellschaft GmbH;Bau und Baunebengewerbe;07545;Gera;Sabine Schröder;info@geraer.de;Gera;Weber, M.;Aktiv;Ja;30,72;2026-06-30;6;1
KD-0731;Lange Präzisionsteile AG;CNC-Zerspanung;07743;Jena;Dirk Herrmann;personal@lange.de;Jena;Seidel, C.;Aktiv;Nein;31,09;2026-01-18;5;3
KD-0732;Präzisionstechnik Dietrich GmbH & Co. KG;Metall- und Kunststoffverarbeitung;99610;Sömmerda;Antje Ziegler;info@praezisionstec.de;Erfurt;Pfaff, R.;Interessent;Nein;;2026-02-16;0;0
KD-0733;Trockenbau Simon KG;Bau und Baunebengewerbe;07973;Greiz;Marcel Schulze;info@trockenbau.de;Gera;Weber, M.;Inaktiv;Nein;30,36;2021-12-10;0;0
KD-0734;Drehteilewerk Apolda GmbH;CNC-Zerspanung;99510;Apolda;Beate Zimmermann;office@drehteilewerk.de;Erfurt;Kaiser, T.;Inaktiv;Nein;32,32;2025-03-17;4;0
KD-0735;Kundenzentrum Pößneck KG;Kaufmännische Dienstleistung;07381;Pößneck;Michael Neumann;verwaltung@kundenzentrum.de;Gera;Weber, M.;Inaktiv;Nein;28,53;2025-03-22;2;1
KD-0736;Schuster Feinkost GmbH & Co. KG;Lebensmittelproduktion;07381;Pößneck;Daniel Richter;verwaltung@schuster.de;Gera;Weber, M.;Aktiv;Ja;27,30;2026-04-19;8;2
KD-0737;Graf Feinkost e.K.;Lebensmittelproduktion;07318;Saalfeld;Enrico Peters;hr@graf.de;Jena;Grunewald, F.;Interessent;Nein;;2026-01-20;0;0
KD-0738;Arnstadter Metallwaren OHG;Metall- und Kunststoffverarbeitung;99310;Arnstadt;Enrico Krüger;personal@arnstadter.de;Erfurt;Pfaff, R.;Aktiv;Ja;30,20;2026-05-11;13;8
KD-0739;Ohrdrufer Druckhaus GmbH;Druck und Verpackung;99885;Ohrdruf;Stefan Schuster;office@ohrdrufer.de;Gotha;Thiel, K.;Aktiv;Ja;27,06;2025-11-22;7;2
KD-0740;Zerspanungstechnik Apolda GmbH;CNC-Zerspanung;99510;Apolda;Franziska Wolf;info@zerspanungstec.de;Erfurt;Kaiser, T.;Aktiv;Ja;31,20;2021-05-14;0;0
KD-0741;Peters Abrechnungsdienste OHG;Kaufmännische Dienstleistung;99086;Erfurt;Manuela Engel;verwaltung@peters.de;Erfurt;Lindner, S.;Inaktiv;Nein;26,87;2020-11-11;0;0
KD-0742;Arnstadter Druckhaus GmbH;Druck und Verpackung;99310;Arnstadt;Nadine Peters;verwaltung@arnstadter.de;Erfurt;Kaiser, T.;Inaktiv;Ja;26,60;2024-03-16;0;0
KD-0743;Anlagenbau Apolda GmbH & Co. KG;Elektro und Anlagenbau;99510;Apolda;Claudia Martin;office@anlagenbau.de;Erfurt;Kaiser, T.;Aktiv;Nein;31,37;2026-08-26;10;3
KD-0744;Stadtrodaer Feinmechanik KG;CNC-Zerspanung;07646;Stadtroda;Julia Ziegler;verwaltung@stadtrodaer.de;Jena;Steinbrück, M.;Inaktiv;Nein;32,96;2022-10-07;0;0
KD-0745;Otto Abrechnungsdienste GmbH;Kaufmännische Dienstleistung;37327;Leinefelde-Worbis;Enrico Vogt;personal@otto.de;Heilbad Heiligenstadt;Marx, D.;Aktiv;Ja;31,96;2026-03-06;10;4
KD-0746;Kunststofftechnik Quedlinburg GmbH & Co. KG;Metall- und Kunststoffverarbeitung;06484;Quedlinburg;Torsten Walter;kontakt@kunststofftech.de;Aschersleben;Reuter, B.;Aktiv;Nein;30,43;2026-07-02;6;1
KD-0747;Elektrotechnik Walter GmbH & Co. KG;Elektro und Anlagenbau;07743;Jena;Julia Müller;hr@elektrotechnik.de;Jena;Grunewald, F.;Inaktiv;Nein;30,71;2021-02-23;0;0
KD-0748;Kontraktlogistik Neumann GmbH & Co. KG;Logistik und Lager;99427;Weimar;Dirk Böhm;personal@kontraktlogist.de;Erfurt;Pfaff, R.;Interessent;Nein;;2026-03-05;0;0
KD-0749;Arnstadter Umschlaglager KG;Logistik und Lager;99310;Arnstadt;Silke Roth;personal@arnstadter.de;Erfurt;Kaiser, T.;Interessent;Nein;;2026-03-21;0;0
KD-0750;Erfurter Feinmechanik AG;CNC-Zerspanung;99098;Erfurt;Claudia Friedrich;office@erfurter.de;Erfurt;Lindner, S.;Inaktiv;Nein;33,31;2022-11-02;0;0
KD-0751;Schneider Metallverarbeitung AG;Metall- und Kunststoffverarbeitung;99974;Mühlhausen;Stefan Lorenz;kontakt@schneider.de;Heilbad Heiligenstadt;Hille, P.;Inaktiv;Nein;27,30;2024-08-25;0;0
KD-0752;Elektrotechnik Berger GmbH & Co. KG;Elektro und Anlagenbau;99974;Mühlhausen;Matthias Hahn;hr@elektrotechnik.de;Heilbad Heiligenstadt;Hille, P.;Aktiv;Ja;30,92;2025-12-25;4;1
KD-0753;Präzisionstechnik Walter AG;Metall- und Kunststoffverarbeitung;99817;Eisenach;Sandra Fuchs;kontakt@praezisionstec.de;Gotha;Rehberg, U.;Aktiv;Nein;30,03;2026-06-24;5;2
KD-0754;Logistikzentrum Saalfeld GmbH & Co. KG;Logistik und Lager;07318;Saalfeld;Ramona Schmidt;info@logistikzentru.de;Jena;Seidel, C.;Inaktiv;Nein;28,04;2020-11-22;0;0
KD-0755;Verpackungswerk Jena e.K.;Druck und Verpackung;07749;Jena;Robert Pohl;personal@verpackungswer.de;Jena;Grunewald, F.;Aktiv;Ja;29,41;2026-05-04;36;11
KD-0756;Verpackungswerk Arnstadt GmbH;Druck und Verpackung;99310;Arnstadt;Petra Schulze;personal@verpackungswer.de;Erfurt;Lindner, S.;Aktiv;Ja;27,10;2026-05-14;21;12
KD-0757;Verpackungswerk Gera AG;Druck und Verpackung;07545;Gera;Uwe Vogt;kontakt@verpackungswer.de;Gera;Weber, M.;Inaktiv;Nein;27,05;2024-09-29;0;0
KD-0758;Dietrich Offsetdruck KG;Druck und Verpackung;07646;Stadtroda;Anja Krause;verwaltung@dietrich.de;Jena;Steinbrück, M.;Interessent;Nein;;2026-08-20;0;0
KD-0759;Elektrotechnik Wagner OHG;Elektro und Anlagenbau;07646;Stadtroda;Enrico Günther;hr@elektrotechnik.de;Jena;Steinbrück, M.;Interessent;Nein;;2026-05-21;0;0
KD-0760;Ascherslebener Metallwaren GmbH;Metall- und Kunststoffverarbeitung;06449;Aschersleben;Sven Roth;hr@ascherslebener.de;Aschersleben;Kunze, J.;Inaktiv;Nein;30,14;2025-07-18;3;2
KD-0761;Präzisionstechnik Wolf GmbH.;Metall- und Kunststoffverarbeitung;99510;Apolda;Jörg Frank;personal@praezisionstec.de;Erfurt;Steinbrück, M.;Aktiv;Nein;26,81;2026-06-18;2;1
KD-0762;Innenausbau Krämer GmbH & Co. KG;Tischlerei und Holzverarbeitung;99734;Nordhausen;Sandra Scholz;hr@innenausbau.de;Heilbad Heiligenstadt;Hille, P.;Interessent;Nein;;2026-07-14;0;0
KD-0763;Präzisionstechnik Klein GmbH;Metall- und Kunststoffverarbeitung;06449;Aschersleben;Jana Lorenz;hr@praezisionstec.de;Aschersleben;Reuter, B.;Aktiv;Ja;30,57;2026-04-19;6;2
KD-0764;Pohl Verwaltungsservice AG;Kaufmännische Dienstleistung;07646;Stadtroda;Susanne Köhler;hr@pohl.de;Jena;Seidel, C.;Aktiv;Ja;26,95;2026-03-14;3;1
KD-0765;Baumann Schaltanlagen AG;Elektro und Anlagenbau;07381;Pößneck;Uwe Haas;verwaltung@baumann.de;Gera;Steinbrück, M.;Inaktiv;Ja;37,58;2022-07-23;0;0
KD-0766;Böhm Präzisionsteile KG;CNC-Zerspanung;99734;Nordhausen;Christian Roth;personal@boehm.de;Heilbad Heiligenstadt;Marx, D.;Inaktiv;Ja;36,38;2021-11-23;0;0
KD-0767;Anlagenbau Weimar GmbH;Elektro und Anlagenbau;99423;Weimar;Petra Simon;office@anlagenbau.de;Erfurt;Kaiser, T.;Interessent;Nein;;2024-05-03;0;0
KD-0768;Anlagenbau Erfurt KG;Elektro und Anlagenbau;99091;Erfurt;Anja Seidel;hr@anlagenbau.de;Erfurt;Pfaff, R.;Inaktiv;Nein;30,53;2027-07-15;0;0
KD-0769;Kontraktlogistik Richter GmbH;Logistik und Lager;99091;Erfurt;Katrin Vogel;office@kontraktlogist.de;Erfurt;Lindner, S.;Aktiv;Nein;27,20;2026-09-02;8;3
KD-0770;Ludwig Verwaltungsservice AG;Kaufmännische Dienstleistung;07749;Jena;Thomas Lange;kontakt@ludwig.de;Jena;Seidel, C.;Aktiv;Ja;30,40;2026-06-02;3;1
KD-0771;Innenausbau Brandt GmbH;Tischlerei und Holzverarbeitung;07407;Rudolstadt;Sven Haas;info@innenausbau.de;Jena;Grunewald, F.;Interessent;Nein;;2024-05-05;0;0
KD-0772;Erfurter Metallwaren e.K.;Metall- und Kunststoffverarbeitung;99087;Erfurt;Uwe Schubert;verwaltung@erfurter.de;Erfurt;Kaiser, T.;Inaktiv;Nein;30,08;2020-01-30;0;0
KD-0773;Tischlerei Graf GmbH;Tischlerei und Holzverarbeitung;07743;Jena;Elke Martin;office@tischlerei.de;Jena;Grunewald, F.;Inaktiv;Nein;29,10;2021-06-03;0;0
KD-0774;Fuchs Offsetdruck KG;Druck und Verpackung;99427;Weimar;Uwe Meier;verwaltung@fuchs.de;Erfurt;Steinbrück, M.;Aktiv;Ja;26,10;2026-04-27;2;1
KD-0775;Drehteilewerk Staßfurt GmbH;CNC-Zerspanung;39418;Staßfurt;Yvonne Martin;verwaltung@drehteilewerk.de;Aschersleben;Reuter, B.;Interessent;Nein;;2024-06-20;0;0
KD-0776;Kundenzentrum Gotha OHG;Kaufmännische Dienstleistung;99867;Gotha;Stefan Schneider;personal@kundenzentrum.de;Gotha;Steinbrück, M.;Aktiv;Nein;30,56;2026-03-18;6;1
KD-0777;Distributionszentrum Bernburg OHG;Logistik und Lager;06406;Bernburg;Daniel Lorenz;kontakt@distributionsz.de;Aschersleben;Reuter, B.;Inaktiv;Ja;25,23;2023-12-12;0;0
KD-0778;Druckerei Schulze GmbH & Co. KG;Druck und Verpackung;07548;Gera;Thomas Zimmermann;hr@druckerei.de;Gera;Weber, M.;Inaktiv;Nein;28,13;2021-10-11;0;0
KD-0779;Thüringer Kunststoffwerk Sömmerda KG;Metall;99610;Sömmerda;Maik Schulze;personal@thueringer.de;Erfurt;Pfaff, R.;Aktiv;Nein;27,88;2026-04-01;11;5
KD-0780;Kontraktlogistik Köhler e.K.;Logistik und Lager;99734;Nordhausen;Michael Hoffmann;verwaltung@kontraktlogist.de;Heilbad Heiligenstadt;Hille, P.;Interessent;Nein;;2026-03-25;0;0
KD-0781;Verpackungswerk Apolda GmbH;Druck und Verpackung;99510;Apolda;Nicole Kaiser;verwaltung@verpackungswer.de;Erfurt;Kaiser, T.;Inaktiv;Ja;30,11;2020-01-17;0;0
KD-0782;Thüringer Kunststoffwerk Aschersleben GmbH & Co. KG;Metall- und Kunststoffverarbeitung;6449;Aschersleben;Marco Günther;verwaltung@thueringer.de;Aschersleben;Kunze, J.;Inaktiv;Nein;27,17;2023-11-13;0;0
KD-0783;Drehteilewerk Erfurt AG;CNC-Zerspanung;99091;Erfurt;Michael Heinrich;personal@drehteilewerk.de;Erfurt;Kaiser, T.;Interessent;Nein;;2024-12-07;0;0
KD-0784;Bauunternehmen Roth AG;Bau und Baunebengewerbe;99423;Weimar;Silke Martin;personal@bauunternehmen.de;Erfurt;Lindner, S.;Inaktiv;Nein;31,19;2019-11-30;0;0
